#node	asm	tax	desc	tax_species	color
NC_000918.1	GCF_000008625.1_ASM862v1_genomic.fna.gz	224324	Aquifex aeolicus VF5	63363	#D26490
NC_000916.1	GCF_000008645.1_ASM864v1_genomic.fna.gz	187420	Methanothermobacter thermautotrophicus str. Delta H	145262	#03794A
NC_000917.1	GCF_000008665.1_ASM866v1_genomic.fna.gz	224325	Archaeoglobus fulgidus DSM 4304	2234	#653AC1
NC_001318.1	GCF_000008685.2_ASM868v2_genomic.fna.gz	224326	Borreliella burgdorferi B31	139	#E00DA0
NC_000117.1	GCF_000008725.1_ASM872v1_genomic.fna.gz	272561	Chlamydia trachomatis D/UW-3/CX	813	#E0CF1F
NC_000922.1	GCF_000008745.1_ASM874v1_genomic.fna.gz	115713	Chlamydia pneumoniae CWL029	83558	#F7C433
NC_003030.1	GCF_000008765.1_ASM876v1_genomic.fna.gz	272562	Clostridium acetobutylicum ATCC 824	1488	#8A146F
NC_000921.1	GCF_000008785.1_ASM878v1_genomic.fna.gz	85963	Helicobacter pylori J99	210	#6F3EF7
NC_003112.2	GCF_000008805.1_ASM880v1_genomic.fna.gz	122586	Neisseria meningitidis MC58	487	#A516A8
NC_002695.1	GCF_000008865.1_ASM886v1_genomic.fna.gz	386585	Escherichia coli O157:H7 str. Sakai	562	#4E4B5F
NC_004344.2	GCF_000008885.1_ASM888v1_genomic.fna.gz	36870	Wigglesworthia glossinidia endosymbiont of Glossina brevipalpis	51229	#431216
NC_007929.1	GCF_000008925.1_ASM892v1_genomic.fna.gz	362948	Lactobacillus salivarius UCC118	1624	#932796
NC_010816.1	GCF_000008945.1_ASM894v1_genomic.fna.gz	205913	Bifidobacterium longum DJO10A	216816	#348BBE
NC_006570.2	GCF_000008985.1_ASM898v1_genomic.fna.gz	177416	Francisella tularensis subsp. tularensis SCHU S4	263	#8C19F5
NC_007622.1	GCF_000009005.1_ASM900v1_genomic.fna.gz	273036	Staphylococcus aureus RF122	1280	#DA11E8
NC_007356.1	GCF_000009025.1_ASM902v1_genomic.fna.gz	255470	Dehalococcoides mccartyi CBDB1	61435	#ACEBA1
NC_000964.3	GCF_000009045.1_ASM904v1_genomic.fna.gz	224308	Bacillus subtilis subsp. subtilis str. 168	1423	#856FC8
NC_003143.1	GCF_000009065.1_ASM906v1_genomic.fna.gz	214092	Yersinia pestis CO92	632	#ABD815
NC_002163.1	GCF_000009085.1_ASM908v1_genomic.fna.gz	192222	Campylobacter jejuni subsp. jejuni NCTC 11168 = ATCC 700819	197	#85D8CE
NC_003116.1	GCF_000009105.1_ASM910v1_genomic.fna.gz	122587	Neisseria meningitidis Z2491	487	#A516A8
NC_003295.1	GCF_000009125.1_ASM912v1_genomic.fna.gz	267608	Ralstonia solanacearum GMI1000	305	#496E05
NC_004757.1	GCF_000009145.1_ASM914v1_genomic.fna.gz	228410	Nitrosomonas europaea ATCC 19718	915	#24896E
NC_007508.1	GCF_000009165.1_ASM916v1_genomic.fna.gz	316273	Xanthomonas campestris pv. vesicatoria str. 85-10	456327	#56E2A3
NC_008212.1	GCF_000009185.1_ASM918v1_genomic.fna.gz	362976	Haloquadratum walsbyi DSM 16790	293091	#D1E443
NC_009089.1	GCF_000009205.1_ASM920v1_genomic.fna.gz	272563	Clostridioides difficile 630	1496	#1415DB
NC_009089.1	GCF_000009205.2_ASM920v2_genomic.fna.gz	272563	Clostridioides difficile 630	1496	#1415DB
NC_012660.1	GCF_000009225.2_ASM922v1_genomic.fna.gz	216595	Pseudomonas fluorescens SBW25	294	#688396
NC_007880.1	GCF_000009245.1_ASM924v1_genomic.fna.gz	376619	Francisella tularensis subsp. holarctica LVS	263	#8C19F5
NC_008380.1	GCF_000009265.1_ASM926v1_genomic.fna.gz	216596	Rhizobium leguminosarum bv. viciae 3841	384	#0584CE
NC_008313.1	GCF_000009285.1_ASM928v2_genomic.fna.gz	381666	Cupriavidus necator H16	106590	#DDAEA6
NC_008229.1	GCF_000009305.1_ASM930v1_genomic.fna.gz	382638	Helicobacter acinonychis str. Sheeba	212	#1534B7
NC_008245.1	GCF_000009325.1_ASM932v1_genomic.fna.gz	393115	Francisella tularensis subsp. tularensis FSC198	263	#8C19F5
NC_008800.1	GCF_000009345.1_ASM934v1_genomic.fna.gz	393305	Yersinia enterocolitica subsp. enterocolitica 8081	630	#9CC138
NC_008260.1	GCF_000009365.1_ASM936v1_genomic.fna.gz	393595	Alcanivorax borkumensis SK2	59754	#E8059B
NC_009332.1	GCF_000009385.1_ASM938v1_genomic.fna.gz	160491	Streptococcus pyogenes str. Manfredo	1314	#50905D
NC_012121.1	GCF_000009405.1_ASM940v1_genomic.fna.gz	396513	Staphylococcus carnosus subsp. carnosus TM300	1281	#D94E18
NC_009004.1	GCF_000009425.1_ASM942v1_genomic.fna.gz	416870	Lactococcus lactis subsp. cremoris MG1363	1358	#83ADC9
NC_008769.1	GCF_000009445.1_ASM944v1_genomic.fna.gz	410289	Mycobacterium tuberculosis variant bovis BCG str. Pasteur 1173P2	1773	#4ABE17
NC_008767.1	GCF_000009465.1_ASM946v1_genomic.fna.gz	272831	Neisseria meningitidis FAM18	487	#A516A8
NC_011000.1	GCF_000009485.1_ASM948v1_genomic.fna.gz	216591	Burkholderia cenocepacia J2315	95486	#7E0F9A
NC_011294.1	GCF_000009505.1_ASM950v1_genomic.fna.gz	550537	Salmonella enterica subsp. enterica serovar Enteritidis str. P125109	28901	#9DA26E
NC_011274.1	GCF_000009525.1_ASM952v1_genomic.fna.gz	550538	Salmonella enterica subsp. enterica serovar Gallinarum str. 287/91	28901	#9DA26E
NC_012004.1	GCF_000009545.1_ASM954v1_genomic.fna.gz	218495	Streptococcus uberis 0140J	1349	#BCC0D4
NC_012892.2	GCF_000009565.1_ASM956v1_genomic.fna.gz	469008	Escherichia coli BL21(DE3)	562	#4E4B5F
NC_017333.1	GCF_000009585.1_ASM958v1_genomic.fna.gz	523796	Staphylococcus aureus subsp. aureus ST398	1280	#DA11E8
NC_002528.1	GCF_000009605.1_ASM960v1_genomic.fna.gz	107806	Buchnera aphidicola str. APS (Acyrthosiphon pisum)	9	#45C48C
NC_002678.2	GCF_000009625.1_ASM962v1_genomic.fna.gz	266835	Mesorhizobium japonicum MAFF 303099	2066070	#62AEA2
NC_002745.2	GCF_000009645.1_ASM964v1_genomic.fna.gz	158879	Staphylococcus aureus subsp. aureus N315	1280	#DA11E8
NC_002758.2	GCF_000009665.1_ASM966v1_genomic.fna.gz	158878	Staphylococcus aureus subsp. aureus Mu50	1280	#DA11E8
NC_003366.1	GCF_000009685.1_ASM968v1_genomic.fna.gz	195102	Clostridium perfringens str. 13	1502	#77F959
NC_003272.1	GCF_000009705.1_ASM970v1_genomic.fna.gz	103690	Nostoc sp. PCC 7120	103690	#05832A
NC_000911.1	GCF_000009725.1_ASM972v1_genomic.fna.gz	1148	Synechocystis sp. PCC 6803	1148	#DF0AAB
NC_005139.1	GCF_000009745.1_ASM974v1_genomic.fna.gz	196600	Vibrio vulnificus YJ016	672	#2DEA61
NC_003155.5	GCF_000009765.2_ASM976v2_genomic.fna.gz	227882	Streptomyces avermitilis MA-4680 = NBRC 14893	33903	#2A250D
NC_006510.1	GCF_000009785.1_ASM978v1_genomic.fna.gz	235909	Geobacillus kaustophilus HTA426	1462	#AD71C8
NC_006361.1	GCF_000009805.1_ASM980v1_genomic.fna.gz	247156	Nocardia farcinica IFM 10152	37329	#10B7AA
NC_006582.1	GCF_000009825.1_ASM982v1_genomic.fna.gz	66692	Bacillus clausii KSM-K16	79880	#0424FA
NC_005303.2	GCF_000009845.1_ASM984v1_genomic.fna.gz	262768	Onion yellows phytoplasma OY-M	100379	#8AE61B
NC_007168.1	GCF_000009865.1_ASM986v1_genomic.fna.gz	279808	Staphylococcus haemolyticus JCSC1435	1283	#018B59
NC_012731.1	GCF_000009885.1_ASM988v1_genomic.fna.gz	484021	Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044	573	#E5F6AD
NC_006177.1	GCF_000009905.1_ASM990v1_genomic.fna.gz	292459	Symbiobacterium thermophilum IAM 14863	2734	#7F7C35
NC_006347.1	GCF_000009925.1_ASM992v1_genomic.fna.gz	295405	Bacteroides fragilis YCH46	817	#31839B
NC_007899.1	GCF_000009945.1_ASM994v1_genomic.fna.gz	264202	Chlamydia felis Fe/C-56	83556	#06A0BB
NC_006624.1	GCF_000009965.1_ASM996v1_genomic.fna.gz	69014	Thermococcus kodakarensis KOD1	311400	#CF56E1
NC_007626.1	GCF_000009985.1_ASM998v1_genomic.fna.gz	342108	Magnetospirillum magneticum AMB-1	84159	#D01F29
NC_010609.1	GCF_000010005.1_ASM1000v1_genomic.fna.gz	557433	Lactobacillus reuteri JCM 1112	1598	#9C19A2
NC_007705.1	GCF_000010025.1_ASM1002v1_genomic.fna.gz	342109	Xanthomonas oryzae pv. oryzae MAFF 311018	347	#C5FF25
NC_007907.1	GCF_000010045.1_ASM1004v1_genomic.fna.gz	138119	Desulfitobacterium hafniense Y51	49338	#79C57B
NC_006576.1	GCF_000010065.1_ASM1006v1_genomic.fna.gz	269084	Synechococcus elongatus PCC 6301	32046	#4600FA
NC_007712.1	GCF_000010085.1_ASM1008v1_genomic.fna.gz	343509	Sodalis glossinidius str. 'morsitans'	63612	#7EE3F4
NC_012490.1	GCF_000010105.1_ASM1010v1_genomic.fna.gz	234621	Rhodococcus erythropolis PR4	1833	#9A1DE0
NC_007350.1	GCF_000010125.1_ASM1012v1_genomic.fna.gz	342451	Staphylococcus saprophyticus subsp. saprophyticus ATCC 15305 = NCTC 7292	29385	#E0B2C9
NC_010610.1	GCF_000010145.1_ASM1014v1_genomic.fna.gz	334390	Lactobacillus fermentum IFO 3956	1613	#69D658
NC_012491.1	GCF_000010165.1_ASM1016v1_genomic.fna.gz	358681	Brevibacillus brevis NBRC 100599	1393	#AD3019
NC_010376.1	GCF_000010185.1_ASM1018v1_genomic.fna.gz	334413	Finegoldia magna ATCC 29328	1260	#F4573F
NC_010793.1	GCF_000010205.1_ASM1020v1_genomic.fna.gz	334380	Orientia tsutsugamushi str. Ikeda	784	#FC8001
NC_009342.1	GCF_000010225.1_ASM1022v1_genomic.fna.gz	340322	Corynebacterium glutamicum R	1718	#FC6709
NC_007779.1	GCF_000010245.2_ASM1024v1_genomic.fna.gz	316407	Escherichia coli str. K-12 substr. W3110	562	#4E4B5F
NC_011837.1	GCF_000010265.1_ASM1026v1_genomic.fna.gz	583346	Clostridium kluyveri NBRC 12016	1534	#D63FBF
NC_010617.1	GCF_000010285.1_ASM1028v1_genomic.fna.gz	378753	Kocuria rhizophila DC2201	72000	#EC6ADD
NC_012489.1	GCF_000010305.1_ASM1030v1_genomic.fna.gz	379066	Gemmatimonas aurantiaca T-27	173480	#656CED
NC_009662.1	GCF_000010325.1_ASM1032v1_genomic.fna.gz	387092	Nitratiruptor sp. SB155-2	387092	#ACEDCA
NC_009663.1	GCF_000010345.1_ASM1034v1_genomic.fna.gz	387093	Sulfurovum sp. NBC37-1	387093	#C85E0A
NC_008512.1	GCF_000010365.1_ASM1036v1_genomic.fna.gz	387662	Candidatus Carsonella ruddii PV	114186	#77DA8A
NC_011415.1	GCF_000010385.1_ASM1038v1_genomic.fna.gz	409438	Escherichia coli SE11	562	#4E4B5F
NC_009465.1	GCF_000010405.1_ASM1040v1_genomic.fna.gz	412965	Candidatus Vesicomyosocius okutanii HA	410330	#29CE1A
NC_008618.1	GCF_000010425.1_ASM1042v1_genomic.fna.gz	367928	Bifidobacterium adolescentis ATCC 15703	1680	#11D0E6
NC_009782.1	GCF_000010445.1_ASM1044v1_genomic.fna.gz	418127	Staphylococcus aureus subsp. aureus Mu3	1280	#DA11E8
NC_009641.1	GCF_000010465.1_ASM1046v1_genomic.fna.gz	426430	Staphylococcus aureus subsp. aureus str. Newman	1280	#DA11E8
NC_013654.1	GCF_000010485.1_ASM1048v1_genomic.fna.gz	431946	Escherichia coli SE15	562	#4E4B5F
NC_010729.1	GCF_000010505.1_ASM1050v1_genomic.fna.gz	431947	Porphyromonas gingivalis ATCC 33277	837	#B0B183
NC_009937.1	GCF_000010525.1_ASM1052v1_genomic.fna.gz	438753	Azorhizobium caulinodans ORS 571	7	#8F14E4
NC_010804.1	GCF_000010545.1_ASM1054v1_genomic.fna.gz	395019	Burkholderia multivorans ATCC 17616	87883	#6C8BE0
NC_011999.1	GCF_000010585.1_ASM1058v1_genomic.fna.gz	458233	Macrococcus caseolyticus JCSC5402	69966	#195580
NC_010572.1	GCF_000010605.1_ASM1060v1_genomic.fna.gz	455632	Streptomyces griseus subsp. griseus NBRC 13350	1911	#04DF4D
NC_010296.1	GCF_000010625.1_ASM1062v1_genomic.fna.gz	449447	Microcystis aeruginosa NIES-843	1126	#FFEED8
NC_011565.1	GCF_000010645.1_ASM1064v1_genomic.fna.gz	511995	Candidatus Azobacteroides pseudotrichonymphae genomovar. CFP2	511435	#E767B9
NC_012796.1	GCF_000010665.1_ASM1066v1_genomic.fna.gz	573370	Desulfovibrio magneticus RS-1	184917	#6E34A8
NC_012207.1	GCF_000010685.1_ASM1068v1_genomic.fna.gz	561275	Mycobacterium tuberculosis variant bovis BCG str. Tokyo 172	1773	#4ABE17
NC_012891.1	GCF_000010705.1_ASM1070v1_genomic.fna.gz	486410	Streptococcus dysgalactiae subsp. equisimilis GGS_124	1334	#8EDD72
NC_013854.1	GCF_000010725.1_ASM1072v1_genomic.fna.gz	137722	Azospirillum sp. B510	193	#BD686F
NC_013353.1	GCF_000010745.1_ASM1074v1_genomic.fna.gz	585395	Escherichia coli O103:H2 str. 12009	562	#4E4B5F
NC_013364.1	GCF_000010765.1_ASM1076v1_genomic.fna.gz	585396	Escherichia coli O111:H- str. 11128	562	#4E4B5F
NC_013799.1	GCF_000010785.1_ASM1078v1_genomic.fna.gz	608538	Hydrogenobacter thermophilus TK-6	940	#8D6DC3
NC_012522.1	GCF_000010805.1_ASM1080v1_genomic.fna.gz	632772	Rhodococcus opacus B4	37919	#75D2FC
NC_013209.1	GCF_000010825.1_ASM1082v1_genomic.fna.gz	634452	Acetobacter pasteurianus IFO 3283-01	438	#1651CF
NC_017100.1	GCF_000010845.1_ASM1084v1_genomic.fna.gz	634453	Acetobacter pasteurianus IFO 3283-03	438	#1651CF
NC_017121.1	GCF_000010865.1_ASM1086v1_genomic.fna.gz	634454	Acetobacter pasteurianus IFO 3283-07	438	#1651CF
NC_017125.1	GCF_000010885.1_ASM1088v1_genomic.fna.gz	634455	Acetobacter pasteurianus IFO 3283-22	438	#1651CF
NC_017146.1	GCF_000010905.1_ASM1090v1_genomic.fna.gz	634456	Acetobacter pasteurianus IFO 3283-26	438	#1651CF
NC_017111.1	GCF_000010925.1_ASM1092v1_genomic.fna.gz	634457	Acetobacter pasteurianus IFO 3283-32	438	#1651CF
NC_017150.1	GCF_000010945.1_ASM1094v1_genomic.fna.gz	634458	Acetobacter pasteurianus IFO 3283-01-42C	438	#1651CF
NC_017108.1	GCF_000010965.1_ASM1096v1_genomic.fna.gz	634459	Acetobacter pasteurianus IFO 3283-12	438	#1651CF
NC_013939.1	GCF_000010985.1_ASM1098v1_genomic.fna.gz	639282	Deferribacter desulfuricans SSM1	197162	#6267D2
NC_013665.1	GCF_000011005.1_ASM1100v1_genomic.fna.gz	304371	Methanocella paludicola SANAE	570267	#02A5C5
NC_013715.1	GCF_000011025.1_ASM1102v1_genomic.fna.gz	680646	Rothia mucilaginosa DY-18	43675	#98C40C
NC_017482.1	GCF_000011045.1_ASM1104v1_genomic.fna.gz	568703	Lactobacillus rhamnosus GG	47715	#9D0278
NC_004663.1	GCF_000011065.1_ASM1106v1_genomic.fna.gz	226186	Bacteroides thetaiotaomicron VPI-5482	818	#F0ADC8
NC_006396.1	GCF_000011085.1_ASM1108v1_genomic.fna.gz	272569	Haloarcula marismortui ATCC 43049	2238	#295235
NC_000961.1	GCF_000011105.1_ASM1110v1_genomic.fna.gz	70601	Pyrococcus horikoshii OT3	53953	#E2A6B4
NC_002570.2	GCF_000011145.1_ASM1114v1_genomic.fna.gz	272558	Bacillus halodurans C-125	86665	#0B9143
NC_002491.1	GCF_000011165.1_ASM1116v1_genomic.fna.gz	138677	Chlamydia pneumoniae J138	83558	#F7C433
NC_002689.2	GCF_000011185.1_ASM1118v1_genomic.fna.gz	273116	Thermoplasma volcanium GSS1	50339	#0478AC
NC_003106.2	GCF_000011205.1_ASM1120v1_genomic.fna.gz	273063	Sulfurisphaera tokodaii str. 7	111955	#FE7CB6
NC_004432.1	GCF_000011225.1_ASM1122v1_genomic.fna.gz	272633	Mycoplasma penetrans HF-2	28227	#2CFDBD
NC_004193.1	GCF_000011245.1_ASM1124v1_genomic.fna.gz	221109	Oceanobacillus iheyensis HTE831	182710	#D3FFF2
NC_003923.1	GCF_000011265.1_ASM1126v1_genomic.fna.gz	196620	Staphylococcus aureus subsp. aureus MW2	1280	#DA11E8
NC_004606.1	GCF_000011285.1_ASM1128v1_genomic.fna.gz	193567	Streptococcus pyogenes SSI-1	1314	#50905D
NC_004369.1	GCF_000011305.1_ASM1130v1_genomic.fna.gz	196164	Corynebacterium efficiens YS-314	152794	#189C53
NC_003450.3	GCF_000011325.1_ASM1132v1_genomic.fna.gz	196627	Corynebacterium glutamicum ATCC 13032	1718	#FC6709
NC_004113.1	GCF_000011345.1_ASM1134v1_genomic.fna.gz	197221	Thermosynechococcus elongatus BP-1	146786	#3644B6
NC_004463.1	GCF_000011365.1_ASM1136v1_genomic.fna.gz	224911	Bradyrhizobium diazoefficiens USDA 110	1355477	#E00700
NC_005125.1	GCF_000011385.1_ASM1138v1_genomic.fna.gz	251221	Gloeobacter violaceus PCC 7421	33072	#CF91D0
NC_017463.1	GCF_000011405.1_ASM1140v1_genomic.fna.gz	393011	Francisella tularensis subsp. holarctica OSU18	263	#8C19F5
NC_005364.2	GCF_000011445.1_ASM1144v1_genomic.fna.gz	272632	Mycoplasma mycoides subsp. mycoides SC str. PG1	2102	#8232E1
NC_005072.1	GCF_000011465.1_ASM1146v1_genomic.fna.gz	59919	Prochlorococcus marinus subsp. pastoris str. CCMP1986	1219	#271551
NC_005071.1	GCF_000011485.1_ASM1148v1_genomic.fna.gz	74547	Prochlorococcus marinus str. MIT 9313	1219	#271551
NC_002952.2	GCF_000011505.1_ASM1150v1_genomic.fna.gz	282458	Staphylococcus aureus subsp. aureus MRSA252	1280	#DA11E8
NC_002953.3	GCF_000011525.1_ASM1152v1_genomic.fna.gz	282459	Staphylococcus aureus subsp. aureus MSSA476	1280	#DA11E8
NC_006350.1	GCF_000011545.1_ASM1154v1_genomic.fna.gz	272560	Burkholderia pseudomallei K96243	28450	#7FA37B
NC_005861.1	GCF_000011565.1_ASM1156v1_genomic.fna.gz	264201	Candidatus Protochlamydia amoebophila UWE25	362787	#745ABF
NC_005791.1	GCF_000011585.1_ASM1158v1_genomic.fna.gz	267377	Methanococcus maripaludis S2	39152	#B6B348
NC_004547.2	GCF_000011605.1_ASM1160v1_genomic.fna.gz	218491	Pectobacterium atrosepticum SCRI1043	29471	#E3E3C0
NC_006274.1	GCF_000011625.1_ASM1162v1_genomic.fna.gz	288681	Bacillus cereus E33L	1396	#096628
NC_006270.3	GCF_000011645.1_ASM1164v1_genomic.fna.gz	279010	Bacillus licheniformis DSM 13 = ATCC 14580	1402	#28FC27
NC_006086.1	GCF_000011665.1_ASM1166v1_genomic.fna.gz	286636	Streptococcus pyogenes MGAS10394	1314	#50905D
NC_006677.1	GCF_000011685.1_ASM1168v1_genomic.fna.gz	290633	Gluconobacter oxydans 621H	442	#C203D8
NC_006348.1	GCF_000011705.1_ASM1170v1_genomic.fna.gz	243160	Burkholderia mallei ATCC 23344	13373	#0A4BE7
NC_017382.1	GCF_000011725.1_ASM1172v1_genomic.fna.gz	290847	Helicobacter pylori 51	210	#6F3EF7
NC_007292.1	GCF_000011745.1_ASM1174v1_genomic.fna.gz	291272	Candidatus Blochmannia pennsylvanicus str. BPEN	101534	#4CB704
NC_007297.2	GCF_000011765.3_ASM1176v2_genomic.fna.gz	293653	Streptococcus pyogenes MGAS5005	1314	#50905D
NC_008309.1	GCF_000011785.1_ASM1178v1_genomic.fna.gz	205914	Histophilus somni 129PT	731	#59C330
NC_006840.2	GCF_000011805.1_ASM1180v1_genomic.fna.gz	312309	Aliivibrio fischeri ES114	668	#192FC0
NC_006448.1	GCF_000011825.1_ASM1182v1_genomic.fna.gz	264199	Streptococcus thermophilus LMG 18311	1308	#A0872C
NC_006449.1	GCF_000011845.1_ASM1184v1_genomic.fna.gz	299768	Streptococcus thermophilus CNRZ1066	1308	#A0872C
NC_003912.7	GCF_000011865.1_ASM1186v1_genomic.fna.gz	195099	Campylobacter jejuni RM1221	197	#85D8CE
NC_006511.1	GCF_000011885.1_ASM1188v1_genomic.fna.gz	295319	Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150	28901	#9DA26E
NC_002936.3	GCF_000011905.1_ASM1190v1_genomic.fna.gz	243164	Dehalococcoides mccartyi 195	61435	#ACEBA1
NC_002976.3	GCF_000011925.1_ASM1192v1_genomic.fna.gz	176279	Staphylococcus epidermidis RP62A	1282	#1CECC7
NC_004842.2	GCF_000011945.1_ASM1194v1_genomic.fna.gz	234826	Anaplasma marginale str. St. Maries	770	#4EA06F
NC_003911.12	GCF_000011965.2_ASM1196v2_genomic.fna.gz	246200	Ruegeria pomeroyi DSS-3	89184	#A2D707
NC_006814.3	GCF_000011985.1_ASM1198v1_genomic.fna.gz	272621	Lactobacillus acidophilus NCFM	1579	#ED4227
NC_007606.1	GCF_000012005.1_ASM1200v1_genomic.fna.gz	300267	Shigella dysenteriae Sd197	622	#3871BD
NC_007613.1	GCF_000012025.1_ASM1202v1_genomic.fna.gz	300268	Shigella boydii Sb227	621	#85FC37
NC_002951.2	GCF_000012045.1_ASM1204v1_genomic.fna.gz	93062	Staphylococcus aureus subsp. aureus COL	1280	#DA11E8
NC_010673.1	GCF_000012065.2_ASM1206v2_genomic.fna.gz	314723	Borrelia hermsii DAH	140	#138597
NC_008710.1	GCF_000012085.1_ASM1208v1_genomic.fna.gz	314724	Borrelia turicatae 91E135	142	#A8BAA5
NC_008710.1	GCF_000012085.2_ASM1208v2_genomic.fna.gz	314724	Borrelia turicatae 91E135	142	#A8BAA5
NC_007086.1	GCF_000012105.1_ASM1210v1_genomic.fna.gz	314565	Xanthomonas campestris pv. campestris str. 8004	339	#040259
NC_007429.1	GCF_000012125.1_ASM1212v1_genomic.fna.gz	315277	Chlamydia trachomatis A/HAR-13	813	#E0CF1F
NC_007109.1	GCF_000012145.1_ASM1214v1_genomic.fna.gz	315456	Rickettsia felis URRWXCal2	42862	#1B7DD8
NC_007296.1	GCF_000012165.1_ASM1216v1_genomic.fna.gz	319701	Streptococcus pyogenes MGAS6180	1314	#50905D
NC_007146.2	GCF_000012185.1_ASM1218v1_genomic.fna.gz	281310	Haemophilus influenzae 86-028NP	727	#FB8970
NC_005773.3	GCF_000012205.1_ASM1220v1_genomic.fna.gz	264730	Pseudomonas savastanoi pv. phaseolicola 1448A	29438	#771101
NC_007716.1	GCF_000012225.1_ASM1222v1_genomic.fna.gz	322098	Aster yellows witches'-broom phytoplasma AYWB	229545	#7F9337
NC_007005.1	GCF_000012245.1_ASM1224v1_genomic.fna.gz	205918	Pseudomonas syringae pv. syringae B728a	317	#5B8ADD
NC_004129.6	GCF_000012265.1_ASM1226v1_genomic.fna.gz	220664	Pseudomonas protegens Pf-5	380021	#42668F
NC_007181.1	GCF_000012285.1_ASM1228v1_genomic.fna.gz	330779	Sulfolobus acidocaldarius DSM 639	2285	#AE1EAA
NC_007204.1	GCF_000012305.1_ASM1230v1_genomic.fna.gz	259536	Psychrobacter arcticus 273-4	334543	#53A162
NC_003910.7	GCF_000012325.1_ASM1232v1_genomic.fna.gz	167879	Colwellia psychrerythraea 34H	28229	#397DC7
NC_007205.1	GCF_000012345.1_ASM1234v1_genomic.fna.gz	335992	Candidatus Pelagibacter ubique HTCC1062	198252	#83EB0A
NC_007651.1	GCF_000012365.1_ASM1236v1_genomic.fna.gz	271848	Burkholderia thailandensis E264	57975	#66A7EA
NC_007940.1	GCF_000012385.1_ASM1238v1_genomic.fna.gz	336407	Rickettsia bellii RML369-C	33990	#0AA009
NC_007333.1	GCF_000012405.1_ASM1240v1_genomic.fna.gz	269800	Thermobifida fusca YX	2021	#05A5CF
NC_007298.1	GCF_000012425.1_ASM1242v1_genomic.fna.gz	159087	Dechloromonas aromatica RCB	259537	#22C558
NC_007492.2	GCF_000012445.1_ASM1244v1_genomic.fna.gz	205922	Pseudomonas fluorescens Pf0-1	294	#688396
NC_007335.2	GCF_000012465.1_ASM1246v1_genomic.fna.gz	59920	Prochlorococcus marinus str. NATL2A	1219	#271551
NC_007512.1	GCF_000012485.1_ASM1248v1_genomic.fna.gz	319225	Pelodictyon luteolum DSM 273	1100	#1E6E0A
NC_007513.1	GCF_000012505.1_ASM1250v1_genomic.fna.gz	316279	Synechococcus sp. CC9902	316279	#72390D
NC_007604.1	GCF_000012525.1_ASM1252v1_genomic.fna.gz	1140	Synechococcus elongatus PCC 7942	32046	#4600FA
NC_007681.1	GCF_000012545.1_ASM1254v1_genomic.fna.gz	339860	Methanosphaera stadtmanae DSM 3091	2317	#68D309
NC_007354.1	GCF_000012565.1_ASM1256v1_genomic.fna.gz	269484	Ehrlichia canis str. Jake	944	#64223C
NC_007514.1	GCF_000012585.1_ASM1258v1_genomic.fna.gz	340177	Chlorobium chlorochromatii CaD3	337090	#519880
NC_007520.2	GCF_000012605.1_ASM1260v1_genomic.fna.gz	317025	Hydrogenovibrio crunogenus XCL-2	39765	#AF6B3A
NC_007516.1	GCF_000012625.1_ASM1262v1_genomic.fna.gz	110662	Synechococcus sp. CC9605	110662	#D3ED42
NC_007577.1	GCF_000012645.1_ASM1264v1_genomic.fna.gz	74546	Prochlorococcus marinus str. MIT 9312	1219	#271551
NC_007519.1	GCF_000012665.1_ASM1266v1_genomic.fna.gz	207559	Desulfovibrio alaskensis G20	58180	#860FA0
NC_008095.1	GCF_000012685.1_ASM1268v1_genomic.fna.gz	246197	Myxococcus xanthus DK 1622	34	#E36985
NC_007432.1	GCF_000012705.1_ASM1270v1_genomic.fna.gz	205921	Streptococcus agalactiae A909	1311	#7BB060
NC_007406.1	GCF_000012725.1_ASM1272v1_genomic.fna.gz	323098	Nitrobacter winogradskyi Nb-255	913	#8B5040
NC_007404.1	GCF_000012745.1_ASM1274v1_genomic.fna.gz	292415	Thiobacillus denitrificans ATCC 25259	36861	#6287B0
NC_007633.1	GCF_000012765.1_ASM1276v1_genomic.fna.gz	340047	Mycoplasma capricolum subsp. capricolum ATCC 27343	2095	#2CD4E8
NC_007434.1	GCF_000012785.1_ASM1278v1_genomic.fna.gz	320372	Burkholderia pseudomallei 1710b	28450	#7FA37B
NC_007484.1	GCF_000012805.1_ASM1280v1_genomic.fna.gz	323261	Nitrosococcus oceani ATCC 19707	1229	#310CE6
NC_009614.1	GCF_000012825.1_ASM1282v1_genomic.fna.gz	435590	Bacteroides vulgatus ATCC 8482	821	#4558DB
NC_009615.1	GCF_000012845.1_ASM1284v1_genomic.fna.gz	435591	Parabacteroides distasonis ATCC 8503	823	#632CEE
NC_007503.1	GCF_000012865.1_ASM1286v1_genomic.fna.gz	246194	Carboxydothermus hydrogenoformans Z-2901	129958	#D1A430
NC_007498.2	GCF_000012885.1_ASM1288v1_genomic.fna.gz	338963	Pelobacter carbinolicus DSM 2380	19	#1F0E3D
NC_007493.2	GCF_000012905.2_ASM1290v2_genomic.fna.gz	272943	Rhodobacter sphaeroides 2.4.1	1063	#6C340F
